Datetime,时间_小时,时间_时段,光伏出力_kW,负荷消耗_kW,实时电价_元/kWh
2026-03-08 12:24:00,524.5167,31468,0,489.6,1.268
2026-03-08 12:25:00,524.5333,31469,2.96,487.27,1.265
2026-03-08 12:26:00,524.55,31470,5.98,492.59,1.282
2026-03-08 12:27:00,524.5667,31471,4.59,489.35,1.269
2026-03-08 12:28:00,524.5833,31472,3.75,494.72,1.279
2026-03-08 12:29:00,524.6,31473,0,507.03,1.268
2026-03-08 12:30:00,524.6167,31474,0,525.29,1.295
2026-03-08 12:31:00,524.6333,31475,0,513.91,1.301
2026-03-08 12:32:00,524.65,31476,0,513.4,1.288
2026-03-08 12:33:00,524.6667,31477,3.04,526.04,1.293
2026-03-08 12:34:00,524.6833,31478,0,536.48,1.289
2026-03-08 12:35:00,524.7,31479,0.28,542.24,1.304
2026-03-08 12:36:00,524.7167,31480,0,530.1,1.314
2026-03-08 12:37:00,524.7333,31481,0,534.47,1.319
2026-03-08 12:38:00,524.75,31482,0,550.84,1.299
2026-03-08 12:39:00,524.7667,31483,0,546.57,1.298
2026-03-08 12:40:00,524.7833,31484,4.91,539.45,1.319
2026-03-08 12:41:00,524.8,31485,4.93,535.23,1.326
2026-03-08 12:42:00,524.8167,31486,3.91,522.36,1.305
2026-03-08 12:43:00,524.8333,31487,1.39,502.69,1.296
2026-03-08 12:44:00,524.85,31488,0,508.62,1.3
2026-03-08 12:45:00,524.8667,31489,3.52,503.04,1.327
2026-03-08 12:46:00,524.8833,31490,0,491.71,1.303
2026-03-08 12:47:00,524.9,31491,0,478.76,1.302
2026-03-08 12:48:00,524.9167,31492,4.19,474.22,1.302
2026-03-08 12:49:00,524.9333,31493,0,453.82,1.31
2026-03-08 12:50:00,524.95,31494,5.81,459.59,1.308
2026-03-08 12:51:00,524.9667,31495,5.63,439.19,1.292
2026-03-08 12:52:00,524.9833,31496,0,446.14,1.311
2026-03-08 12:53:00,525,31497,0,439.22,1.315
2026-03-08 12:54:00,525.0167,31498,1.73,430.82,1.292
2026-03-08 12:55:00,525.0333,31499,2.33,416.08,1.283
2026-03-08 12:56:00,525.05,31500,0,410.58,1.301
2026-03-08 12:57:00,525.0667,31501,1.2,398.77,1.292
2026-03-08 12:58:00,525.0833,31502,0,391.22,1.304
2026-03-08 12:59:00,525.1,31503,0,387.59,1.274
2026-03-08 13:00:00,525.1167,31504,0.58,399.97,1.3
2026-03-08 13:01:00,525.1333,31505,0,386.08,1.293
2026-03-08 13:02:00,525.15,31506,0.51,389.38,1.264
2026-03-08 13:03:00,525.1667,31507,3.87,381.79,1.285
2026-03-08 13:04:00,525.1833,31508,0,368.67,1.274
2026-03-08 13:05:00,525.2,31509,0,348.92,1.289
2026-03-08 13:06:00,525.2167,31510,4.54,362.61,1.256
2026-03-08 13:07:00,525.2333,31511,0.96,358.21,1.265
2026-03-08 13:08:00,525.25,31512,0,353.92,1.26
2026-03-08 13:09:00,525.2667,31513,2.69,329.48,1.26
2026-03-08 13:10:00,525.2833,31514,0,329.07,1.253
2026-03-08 13:11:00,525.3,31515,0,342.17,1.285
2026-03-08 13:12:00,525.3167,31516,0.64,331.35,1.263
2026-03-08 13:13:00,525.3333,31517,0,317.97,1.271
2026-03-08 13:14:00,525.35,31518,2.83,332.17,1.285
2026-03-08 13:15:00,525.3667,31519,0,334.05,1.28
2026-03-08 13:16:00,525.3833,31520,5.61,320.85,1.288
2026-03-08 13:17:00,525.4,31521,0,320.87,1.274
2026-03-08 13:18:00,525.4167,31522,5.51,315.91,1.282
2026-03-08 13:19:00,525.4333,31523,0,307.4,1.275
2026-03-08 13:20:00,525.45,31524,1.43,305.69,1.284
2026-03-08 13:21:00,525.4667,31525,0,301.74,1.279
2026-03-08 13:22:00,525.4833,31526,4.45,306.53,1.272
2026-03-08 13:23:00,525.5,31527,0,304.92,1.305
2026-03-08 13:24:00,525.5167,31528,0.58,289.21,1.274
2026-03-08 13:25:00,525.5333,31529,0,300.79,1.272
2026-03-08 13:26:00,525.55,31530,0,302.32,1.287
2026-03-08 13:27:00,525.5667,31531,0,285.23,1.277
2026-03-08 13:28:00,525.5833,31532,0,302.32,1.286
2026-03-08 13:29:00,525.6,31533,0,302.12,1.277
2026-03-08 13:30:00,525.6167,31534,0.23,295.47,1.293
2026-03-08 13:31:00,525.6333,31535,0.91,294.57,1.265
2026-03-08 13:32:00,525.65,31536,0,286.72,1.283
2026-03-08 13:33:00,525.6667,31537,3.56,287.59,1.269
2026-03-08 13:34:00,525.6833,31538,1.61,305.33,1.258
2026-03-08 13:35:00,525.7,31539,2.63,289.42,1.261
2026-03-08 13:36:00,525.7167,31540,3.71,303.09,1.286
2026-03-08 13:37:00,525.7333,31541,0.16,291.14,1.256
2026-03-08 13:38:00,525.75,31542,0,304.7,1.28
2026-03-08 13:39:00,525.7667,31543,0.99,299.79,1.242
2026-03-08 13:40:00,525.7833,31544,0,289.2,1.211
2026-03-08 13:41:00,525.8,31545,0,297.12,1.196
2026-03-08 13:42:00,525.8167,31546,0,284.04,1.168
2026-03-08 13:43:00,525.8333,31547,2.92,278.75,1.134
2026-03-08 13:44:00,525.85,31548,0.93,288.54,1.118
2026-03-08 13:45:00,525.8667,31549,0,266.98,1.077
2026-03-08 13:46:00,525.8833,31550,0,285.06,1.066
2026-03-08 13:47:00,525.9,31551,0.34,283.64,1.036
2026-03-08 13:48:00,525.9167,31552,1.39,279.21,0.996
2026-03-08 13:49:00,525.9333,31553,0.76,267.17,0.98
2026-03-08 13:50:00,525.95,31554,1.37,253.63,0.957
2026-03-08 13:51:00,525.9667,31555,5.81,264.43,0.912
2026-03-08 13:52:00,525.9833,31556,0,266.64,0.879
2026-03-08 13:53:00,526,31557,0,258.91,0.854
2026-03-08 13:54:00,526.0167,31558,0,242.19,0.853
2026-03-08 13:55:00,526.0333,31559,4.43,260.33,0.862
2026-03-08 13:56:00,526.05,31560,0,243.8,0.878
2026-03-08 13:57:00,526.0667,31561,2.35,254.02,0.863
2026-03-08 13:58:00,526.0833,31562,0,257.15,0.858
2026-03-08 13:59:00,526.1,31563,0,250,0.871
2026-03-08 14:00:00,526.1167,31564,0,251.9,0.851
2026-03-08 14:01:00,526.1333,31565,0,259.67,0.864
2026-03-08 14:02:00,526.15,31566,3.38,251.06,0.86
2026-03-08 14:03:00,526.1667,31567,0,243.72,0.867
2026-03-08 14:04:00,526.1833,31568,0,244.03,0.877
2026-03-08 14:05:00,526.2,31569,5.44,245.27,0.875
2026-03-08 14:06:00,526.2167,31570,5.71,246,0.858
2026-03-08 14:07:00,526.2333,31571,0.11,245.4,0.873
2026-03-08 14:08:00,526.25,31572,0,255,0.866
2026-03-08 14:09:00,526.2667,31573,0,251.53,0.887
2026-03-08 14:10:00,526.2833,31574,5.54,252.1,0.873
2026-03-08 14:11:00,526.3,31575,2.69,234.82,0.875
2026-03-08 14:12:00,526.3167,31576,5.18,242.92,0.884
2026-03-08 14:13:00,526.3333,31577,0,242.62,0.877
2026-03-08 14:14:00,526.35,31578,0,233.94,0.889
2026-03-08 14:15:00,526.3667,31579,0,239,0.882
2026-03-08 14:16:00,526.3833,31580,0.4,247.59,0.89
2026-03-08 14:17:00,526.4,31581,0,240.24,0.877
2026-03-08 14:18:00,526.4167,31582,2.92,234.24,0.895
2026-03-08 14:19:00,526.4333,31583,0,243.21,0.877
2026-03-08 14:20:00,526.45,31584,1.89,234.56,0.893
2026-03-08 14:21:00,526.4667,31585,0,218.53,0.898
2026-03-08 14:22:00,526.4833,31586,4.72,234.11,0.876
2026-03-08 14:23:00,526.5,31587,0,226.92,0.885
2026-03-08 14:24:00,526.5167,31588,0,225.69,0.875
2026-03-08 14:25:00,526.5333,31589,0,228.04,0.874
2026-03-08 14:26:00,526.55,31590,0,225.94,0.865
2026-03-08 14:27:00,526.5667,31591,4.34,224.35,0.875
2026-03-08 14:28:00,526.5833,31592,0,216.9,0.886
2026-03-08 14:29:00,526.6,31593,0,204.5,0.881
2026-03-08 14:30:00,526.6167,31594,0,205.81,0.877
2026-03-08 14:31:00,526.6333,31595,5.46,200.48,0.848
2026-03-08 14:32:00,526.65,31596,0,217.75,0.861
2026-03-08 14:33:00,526.6667,31597,0,219.2,0.836
2026-03-08 14:34:00,526.6833,31598,0,210.9,0.846
2026-03-08 14:35:00,526.7,31599,0,204.19,0.842
2026-03-08 14:36:00,526.7167,31600,3.06,194.6,0.833
2026-03-08 14:37:00,526.7333,31601,0,196.61,0.814
2026-03-08 14:38:00,526.75,31602,0,201.36,0.806
2026-03-08 14:39:00,526.7667,31603,1.98,194.41,0.83
2026-03-08 14:40:00,526.7833,31604,0,186.74,0.819
2026-03-08 14:41:00,526.8,31605,1.21,198.64,0.852
2026-03-08 14:42:00,526.8167,31606,0,194.56,0.853
2026-03-08 14:43:00,526.8333,31607,3.03,201.69,0.862
2026-03-08 14:44:00,526.85,31608,0,200.99,0.871
2026-03-08 14:45:00,526.8667,31609,4.9,179.41,0.875
2026-03-08 14:46:00,526.8833,31610,5.86,191.34,0.86
2026-03-08 14:47:00,526.9,31611,0,173.17,0.881
2026-03-08 14:48:00,526.9167,31612,2.61,174.22,0.894
2026-03-08 14:49:00,526.9333,31613,0,169.97,0.89
2026-03-08 14:50:00,526.95,31614,0.91,170.26,0.873
2026-03-08 14:51:00,526.9667,31615,0,167.25,0.89
2026-03-08 14:52:00,526.9833,31616,1.74,175.76,0.909
2026-03-08 14:53:00,527,31617,0,169.35,0.904
2026-03-08 14:54:00,527.0167,31618,0,162.08,0.913
2026-03-08 14:55:00,527.0333,31619,0,171.49,0.896
2026-03-08 14:56:00,527.05,31620,1.98,176.62,0.879
2026-03-08 14:57:00,527.0667,31621,1.78,166.71,0.886
2026-03-08 14:58:00,527.0833,31622,1.67,170.19,0.861
2026-03-08 14:59:00,527.1,31623,0,168.38,0.865
2026-03-08 15:00:00,527.1167,31624,3.69,160.1,0.844
2026-03-08 15:01:00,527.1333,31625,0,175.26,0.856
2026-03-08 15:02:00,527.15,31626,3.88,160.25,0.837
2026-03-08 15:03:00,527.1667,31627,0,161.8,0.836
2026-03-08 15:04:00,527.1833,31628,0,171.84,0.827
2026-03-08 15:05:00,527.2,31629,0,154.38,0.827
2026-03-08 15:06:00,527.2167,31630,4.08,146.78,0.815
2026-03-08 15:07:00,527.2333,31631,3.23,163.13,0.822
2026-03-08 15:08:00,527.25,31632,5.29,150.51,0.797
2026-03-08 15:09:00,527.2667,31633,5.04,145.67,0.813
2026-03-08 15:10:00,527.2833,31634,0,157.34,0.808
2026-03-08 15:11:00,527.3,31635,1.28,166.9,0.808
2026-03-08 15:12:00,527.3167,31636,4.69,154.71,0.825
2026-03-08 15:13:00,527.3333,31637,5.8,164.57,0.824
2026-03-08 15:14:00,527.35,31638,0,171.67,0.804
2026-03-08 15:15:00,527.3667,31639,0,158.97,0.834
2026-03-08 15:16:00,527.3833,31640,0,165.58,0.814
2026-03-08 15:17:00,527.4,31641,0,152.79,0.829
2026-03-08 15:18:00,527.4167,31642,5.01,164.8,0.818
2026-03-08 15:19:00,527.4333,31643,4.88,168.37,0.815
2026-03-08 15:20:00,527.45,31644,0,167.06,0.824
2026-03-08 15:21:00,527.4667,31645,4.7,153.06,0.849
2026-03-08 15:22:00,527.4833,31646,0,153.82,0.84
2026-03-08 15:23:00,527.5,31647,4.42,167.4,0.852
2026-03-08 15:24:00,527.5167,31648,0.55,156.68,0.847
2026-03-08 15:25:00,527.5333,31649,0,166.07,0.861
2026-03-08 15:26:00,527.55,31650,0,174.58,0.834
2026-03-08 15:27:00,527.5667,31651,2.55,160.09,0.856
2026-03-08 15:28:00,527.5833,31652,0,167.72,0.843
2026-03-08 15:29:00,527.6,31653,5.84,169.21,0.869
2026-03-08 15:30:00,527.6167,31654,4.34,161.94,0.855
2026-03-08 15:31:00,527.6333,31655,5.2,179.42,0.862
2026-03-08 15:32:00,527.65,31656,0,183.81,0.87
2026-03-08 15:33:00,527.6667,31657,2.52,185.69,0.841
2026-03-08 15:34:00,527.6833,31658,0,171.89,0.846
2026-03-08 15:35:00,527.7,31659,4.41,169.68,0.871
2026-03-08 15:36:00,527.7167,31660,0,185.75,0.861
2026-03-08 15:37:00,527.7333,31661,2.2,180.36,0.846
2026-03-08 15:38:00,527.75,31662,4.31,189.77,0.859
2026-03-08 15:39:00,527.7667,31663,0,177.08,0.854
2026-03-08 15:40:00,527.7833,31664,0,188.91,0.863
2026-03-08 15:41:00,527.8,31665,0,170.07,0.85
2026-03-08 15:42:00,527.8167,31666,0,183.82,0.867
2026-03-08 15:43:00,527.8333,31667,0,190.78,0.854
2026-03-08 15:44:00,527.85,31668,0,174.21,0.846
2026-03-08 15:45:00,527.8667,31669,0,172.32,0.851
2026-03-08 15:46:00,527.8833,31670,1.99,172.02,0.868
2026-03-08 15:47:00,527.9,31671,0,173.59,0.865
2026-03-08 15:48:00,527.9167,31672,5.94,180.76,0.874
2026-03-08 15:49:00,527.9333,31673,2.27,190.66,0.858
2026-03-08 15:50:00,527.95,31674,3.03,177.19,0.86
2026-03-08 15:51:00,527.9667,31675,0,172.27,0.874
2026-03-08 15:52:00,527.9833,31676,3.49,188.19,0.872
2026-03-08 15:53:00,528,31677,0,149.94,0.42
2026-03-08 15:54:00,528.0167,31678,0,153.02,0.436
2026-03-08 15:55:00,528.0333,31679,0,169.22,0.434
2026-03-08 15:56:00,528.05,31680,1.49,165.09,0.424
2026-03-08 15:57:00,528.0667,31681,4.61,150.17,0.435
2026-03-08 15:58:00,528.0833,31682,1.92,168.67,0.403
2026-03-08 15:59:00,528.1,31683,0,167.63,0.418
2026-03-08 16:00:00,528.1167,31684,0,152.6,0.409
2026-03-08 16:01:00,528.1333,31685,0.11,150.78,0.399
2026-03-08 16:02:00,528.15,31686,0,157.9,0.405
2026-03-08 16:03:00,528.1667,31687,3.61,165.64,0.429
2026-03-08 16:04:00,528.1833,31688,1.11,152.09,0.408
2026-03-08 16:05:00,528.2,31689,0,156.74,0.42
2026-03-08 16:06:00,528.2167,31690,0.77,157.32,0.401
2026-03-08 16:07:00,528.2333,31691,2.59,156.64,0.423
2026-03-08 16:08:00,528.25,31692,0,160.83,0.405
2026-03-08 16:09:00,528.2667,31693,0,160.27,0.416
2026-03-08 16:10:00,528.2833,31694,1.3,148.35,0.415
2026-03-08 16:11:00,528.3,31695,0,168.3,0.418
2026-03-08 16:12:00,528.3167,31696,0,161.33,0.413
2026-03-08 16:13:00,528.3333,31697,0,161.42,0.429
2026-03-08 16:14:00,528.35,31698,3.98,152.75,0.404
2026-03-08 16:15:00,528.3667,31699,0,167.56,0.423
2026-03-08 16:16:00,528.3833,31700,3.39,160.74,0.413
2026-03-08 16:17:00,528.4,31701,0,149.11,0.419
2026-03-08 16:18:00,528.4167,31702,1.25,169.63,0.428
2026-03-08 16:19:00,528.4333,31703,0,161.61,0.413
2026-03-08 16:20:00,528.45,31704,4.3,163.41,0.422
2026-03-08 16:21:00,528.4667,31705,0,166.11,0.406
2026-03-08 16:22:00,528.4833,31706,0.72,160.88,0.437
2026-03-08 16:23:00,528.5,31707,0,163.36,0.426
2026-03-08 16:24:00,528.5167,31708,0,155.61,0.43
2026-03-08 16:25:00,528.5333,31709,3.3,155.61,0.442
2026-03-08 16:26:00,528.55,31710,3.86,149.61,0.414
2026-03-08 16:27:00,528.5667,31711,0,145.4,0.423
2026-03-08 16:28:00,528.5833,31712,0,155.71,0.44
2026-03-08 16:29:00,528.6,31713,3.9,155.3,0.409
2026-03-08 16:30:00,528.6167,31714,0,149.63,0.434
2026-03-08 16:31:00,528.6333,31715,0,158.49,0.425
2026-03-08 16:32:00,528.65,31716,0,159.94,0.432
2026-03-08 16:33:00,528.6667,31717,3.45,146.75,0.426
2026-03-08 16:34:00,528.6833,31718,0,166.24,0.42
2026-03-08 16:35:00,528.7,31719,5.88,144.08,0.421
2026-03-08 16:36:00,528.7167,31720,0,145.45,0.417
2026-03-08 16:37:00,528.7333,31721,0,159.25,0.433
2026-03-08 16:38:00,528.75,31722,2.23,154.33,0.415
2026-03-08 16:39:00,528.7667,31723,0,142.45,0.434
2026-03-08 16:40:00,528.7833,31724,4.92,162.94,0.44
2026-03-08 16:41:00,528.8,31725,2.7,146.96,0.433
2026-03-08 16:42:00,528.8167,31726,0.21,143.38,0.412
2026-03-08 16:43:00,528.8333,31727,0,144.83,0.419
2026-03-08 16:44:00,528.85,31728,0,158.14,0.422
2026-03-08 16:45:00,528.8667,31729,2.79,146.39,0.429
2026-03-08 16:46:00,528.8833,31730,0,141.53,0.428
2026-03-08 16:47:00,528.9,31731,0,156.25,0.401
2026-03-08 16:48:00,528.9167,31732,5.43,137.18,0.413
2026-03-08 16:49:00,528.9333,31733,0,132.92,0.419
2026-03-08 16:50:00,528.95,31734,0,149.11,0.429
2026-03-08 16:51:00,528.9667,31735,3.79,140,0.414
2026-03-08 16:52:00,528.9833,31736,0,134.4,0.415
2026-03-08 16:53:00,529,31737,0,130.05,0.396
2026-03-08 16:54:00,529.0167,31738,0.95,144.84,0.414
2026-03-08 16:55:00,529.0333,31739,0,144.76,0.42
2026-03-08 16:56:00,529.05,31740,0,134.92,0.42
2026-03-08 16:57:00,529.0667,31741,0,143.71,0.398
2026-03-08 16:58:00,529.0833,31742,1.01,136.88,0.421
2026-03-08 16:59:00,529.1,31743,0,151.33,0.405
2026-03-08 17:00:00,529.1167,31744,5.07,153.03,0.422
2026-03-08 17:01:00,529.1333,31745,3.7,145.57,0.416
2026-03-08 17:02:00,529.15,31746,2.95,141.59,0.407
2026-03-08 17:03:00,529.1667,31747,3.79,148.57,0.403
2026-03-08 17:04:00,529.1833,31748,3.43,151.47,0.428
2026-03-08 17:05:00,529.2,31749,0.92,150.9,0.421
2026-03-08 17:06:00,529.2167,31750,0,153.02,0.411
2026-03-08 17:07:00,529.2333,31751,0,153.05,0.424
2026-03-08 17:08:00,529.25,31752,1.01,156.09,0.43
2026-03-08 17:09:00,529.2667,31753,0,152.39,0.424
2026-03-08 17:10:00,529.2833,31754,0,143.55,0.43
2026-03-08 17:11:00,529.3,31755,2.16,142.33,0.417
2026-03-08 17:12:00,529.3167,31756,4.71,158.54,0.44
2026-03-08 17:13:00,529.3333,31757,1.69,143.27,0.433
2026-03-08 17:14:00,529.35,31758,1.13,162.79,0.413
2026-03-08 17:15:00,529.3667,31759,0,161.66,0.416
2026-03-08 17:16:00,529.3833,31760,0.1,147.33,0.419
2026-03-08 17:17:00,529.4,31761,0.87,144.88,0.424
2026-03-08 17:18:00,529.4167,31762,0,143,0.44
2026-03-08 17:19:00,529.4333,31763,3.69,146.77,0.427
2026-03-08 17:20:00,529.45,31764,0,150.63,0.408
2026-03-08 17:21:00,529.4667,31765,5.75,164.37,0.434
2026-03-08 17:22:00,529.4833,31766,0,150.79,0.421
2026-03-08 17:23:00,529.5,31767,2.32,144.66,0.413
2026-03-08 17:24:00,529.5167,31768,0,158.05,0.406
2026-03-08 17:25:00,529.5333,31769,0,155.63,0.41
2026-03-08 17:26:00,529.55,31770,5.61,164,0.404
2026-03-08 17:27:00,529.5667,31771,0,155.75,0.437
2026-03-08 17:28:00,529.5833,31772,2.81,152.05,0.404
2026-03-08 17:29:00,529.6,31773,0,162.76,0.421
2026-03-08 17:30:00,529.6167,31774,1.56,150.27,0.423
2026-03-08 17:31:00,529.6333,31775,0,149.61,0.417
2026-03-08 17:32:00,529.65,31776,3.59,148.15,0.408
2026-03-08 17:33:00,529.6667,31777,5.77,140.11,0.43
2026-03-08 17:34:00,529.6833,31778,4.35,143.04,0.424
2026-03-08 17:35:00,529.7,31779,0,140.44,0.418
2026-03-08 17:36:00,529.7167,31780,2.11,159.83,0.426
2026-03-08 17:37:00,529.7333,31781,0,141.46,0.412
2026-03-08 17:38:00,529.75,31782,0,141.47,0.422
2026-03-08 17:39:00,529.7667,31783,4.99,140.07,0.401
2026-03-08 17:40:00,529.7833,31784,0,141.88,0.394
2026-03-08 17:41:00,529.8,31785,2.1,144.85,0.401
2026-03-08 17:42:00,529.8167,31786,0.35,147.67,0.424
2026-03-08 17:43:00,529.8333,31787,5.82,163.81,0.425
2026-03-08 17:44:00,529.85,31788,0,161.84,0.412
2026-03-08 17:45:00,529.8667,31789,1.44,154.92,0.4
2026-03-08 17:46:00,529.8833,31790,0,153.01,0.434
2026-03-08 17:47:00,529.9,31791,4.73,145.66,0.422
2026-03-08 17:48:00,529.9167,31792,0,147.07,0.439
2026-03-08 17:49:00,529.9333,31793,0.07,160.83,0.439
2026-03-08 17:50:00,529.95,31794,5.59,148.96,0.427
2026-03-08 17:51:00,529.9667,31795,3.69,165.3,0.431
2026-03-08 17:52:00,529.9833,31796,0,161.16,0.441
2026-03-08 17:53:00,530,31797,3.12,168.5,0.431
2026-03-08 17:54:00,530.0167,31798,0.77,148.44,0.42
2026-03-08 17:55:00,530.0333,31799,0,171.85,0.433
2026-03-08 17:56:00,530.05,31800,4.44,163.15,0.439
2026-03-08 17:57:00,530.0667,31801,2.19,164.93,0.427
2026-03-08 17:58:00,530.0833,31802,2.58,169.28,0.424
2026-03-08 17:59:00,530.1,31803,0,154.08,0.425
2026-03-08 18:00:00,530.1167,31804,0.06,166.51,0.422
2026-03-08 18:01:00,530.1333,31805,4.03,156.93,0.418
2026-03-08 18:02:00,530.15,31806,0,168.15,0.433
2026-03-08 18:03:00,530.1667,31807,0,167.43,0.429
2026-03-08 18:04:00,530.1833,31808,0,161.81,0.435
2026-03-08 18:05:00,530.2,31809,0,157.66,0.445
2026-03-08 18:06:00,530.2167,31810,0,168.74,0.426
2026-03-08 18:07:00,530.2333,31811,2.89,158.88,0.424
2026-03-08 18:08:00,530.25,31812,0,176.42,0.42
2026-03-08 18:09:00,530.2667,31813,0,165.96,0.433
2026-03-08 18:10:00,530.2833,31814,0,167.66,0.432
2026-03-08 18:11:00,530.3,31815,1.2,176.29,0.414
2026-03-08 18:12:00,530.3167,31816,3.51,166.33,0.43
2026-03-08 18:13:00,530.3333,31817,2.91,183.89,0.426
2026-03-08 18:14:00,530.35,31818,5.19,174.81,0.426
2026-03-08 18:15:00,530.3667,31819,0,177.42,0.425
2026-03-08 18:16:00,530.3833,31820,0.07,174.35,0.428
2026-03-08 18:17:00,530.4,31821,0.55,173.37,0.416
2026-03-08 18:18:00,530.4167,31822,1.87,180.76,0.452
2026-03-08 18:19:00,530.4333,31823,2.53,182.26,0.441
2026-03-08 18:20:00,530.45,31824,2.03,177.79,0.449
2026-03-08 18:21:00,530.4667,31825,4.8,181.03,0.45
2026-03-08 18:22:00,530.4833,31826,0.26,186.9,0.449
2026-03-08 18:23:00,530.5,31827,0,187.34,0.421
2026-03-08 18:24:00,530.5167,31828,3.47,184.44,0.431
2026-03-08 18:25:00,530.5333,31829,3.85,174,0.419
2026-03-08 18:26:00,530.55,31830,0,179.63,0.43
2026-03-08 18:27:00,530.5667,31831,3.38,179.68,0.454
2026-03-08 18:28:00,530.5833,31832,0,169.69,0.425
2026-03-08 18:29:00,530.6,31833,0,168.99,0.447
2026-03-08 18:30:00,530.6167,31834,5.26,180.71,0.44
2026-03-08 18:31:00,530.6333,31835,1.13,175.39,0.424
2026-03-08 18:32:00,530.65,31836,1.12,184.7,0.448
2026-03-08 18:33:00,530.6667,31837,2.54,183.86,0.433
2026-03-08 18:34:00,530.6833,31838,0.93,175.91,0.421
2026-03-08 18:35:00,530.7,31839,0,162.98,0.435
2026-03-08 18:36:00,530.7167,31840,4.47,179.6,0.426
2026-03-08 18:37:00,530.7333,31841,0,165.95,0.431
2026-03-08 18:38:00,530.75,31842,0,173.68,0.449
2026-03-08 18:39:00,530.7667,31843,0,163.63,0.432
2026-03-08 18:40:00,530.7833,31844,4.84,172.99,0.443
2026-03-08 18:41:00,530.8,31845,0,156.82,0.425
2026-03-08 18:42:00,530.8167,31846,0.75,173.06,0.437
2026-03-08 18:43:00,530.8333,31847,0,157.08,0.422
2026-03-08 18:44:00,530.85,31848,0,170.89,0.424
2026-03-08 18:45:00,530.8667,31849,0,178.08,0.44
2026-03-08 18:46:00,530.8833,31850,1.42,164.12,0.43
2026-03-08 18:47:00,530.9,31851,0,162.71,0.407
2026-03-08 18:48:00,530.9167,31852,0,155.95,0.4
2026-03-08 18:49:00,530.9333,31853,0,166.98,0.415
2026-03-08 18:50:00,530.95,31854,0,164.22,0.395
2026-03-08 18:51:00,530.9667,31855,0,163.03,0.411
2026-03-08 18:52:00,530.9833,31856,0,157.09,0.413
2026-03-08 18:53:00,531,31857,0,159.66,0.389
2026-03-08 18:54:00,531.0167,31858,0,157.7,0.4
2026-03-08 18:55:00,531.0333,31859,0,176.15,0.398
2026-03-08 18:56:00,531.05,31860,0,166.56,0.389
2026-03-08 18:57:00,531.0667,31861,3.36,164.88,0.419
2026-03-08 18:58:00,531.0833,31862,0,178.17,0.42
2026-03-08 18:59:00,531.1,31863,0.32,169.31,0.416
2026-03-08 19:00:00,531.1167,31864,3.01,171.54,0.416
2026-03-08 19:01:00,531.1333,31865,2.72,169.42,0.392
2026-03-08 19:02:00,531.15,31866,3.91,170.67,0.416
2026-03-08 19:03:00,531.1667,31867,0,169.6,0.417
2026-03-08 19:04:00,531.1833,31868,2.86,162.03,0.398
2026-03-08 19:05:00,531.2,31869,4.7,154.01,0.403
2026-03-08 19:06:00,531.2167,31870,1.44,167.32,0.426
2026-03-08 19:07:00,531.2333,31871,1.88,158.08,0.425
2026-03-08 19:08:00,531.25,31872,0,171.54,0.407
2026-03-08 19:09:00,531.2667,31873,0,159.54,0.425
2026-03-08 19:10:00,531.2833,31874,0,158.35,0.398
2026-03-08 19:11:00,531.3,31875,2.58,150.63,0.432
2026-03-08 19:12:00,531.3167,31876,3.68,164.98,0.402
2026-03-08 19:13:00,531.3333,31877,0,163.89,0.401
2026-03-08 19:14:00,531.35,31878,5.87,147.03,0.43
2026-03-08 19:15:00,531.3667,31879,4.24,161.27,0.421
2026-03-08 19:16:00,531.3833,31880,0,159.06,0.413
2026-03-08 19:17:00,531.4,31881,4.92,160.28,0.439
2026-03-08 19:18:00,531.4167,31882,3.88,140.59,0.439
2026-03-08 19:19:00,531.4333,31883,0,148.3,0.442
2026-03-08 19:20:00,531.45,31884,3.03,148.47,0.432
2026-03-08 19:21:00,531.4667,31885,2.66,141.62,0.435
2026-03-08 19:22:00,531.4833,31886,3.87,151.8,0.411
2026-03-08 19:23:00,531.5,31887,3,150.46,0.439
2026-03-08 19:24:00,531.5167,31888,0,148.42,0.43
2026-03-08 19:25:00,531.5333,31889,0,153.91,0.436
2026-03-08 19:26:00,531.55,31890,0,146.04,0.418
2026-03-08 19:27:00,531.5667,31891,3.17,138.69,0.431
2026-03-08 19:28:00,531.5833,31892,0.87,145.8,0.441
2026-03-08 19:29:00,531.6,31893,0,148.83,0.419
2026-03-08 19:30:00,531.6167,31894,3.69,147.94,0.423
2026-03-08 19:31:00,531.6333,31895,0,144.77,0.416
2026-03-08 19:32:00,531.65,31896,0,168.71,0.445
2026-03-08 19:33:00,531.6667,31897,3.9,149.84,0.438
2026-03-08 19:34:00,531.6833,31898,2.25,157.4,0.431
2026-03-08 19:35:00,531.7,31899,0,166.4,0.436
2026-03-08 19:36:00,531.7167,31900,0,172.35,0.427
2026-03-08 19:37:00,531.7333,31901,0.41,162.86,0.434
2026-03-08 19:38:00,531.75,31902,0,168.67,0.421
2026-03-08 19:39:00,531.7667,31903,0,173.36,0.437
2026-03-08 19:40:00,531.7833,31904,0,166.37,0.415
2026-03-08 19:41:00,531.8,31905,0,168.14,0.438
2026-03-08 19:42:00,531.8167,31906,0,160.68,0.439
2026-03-08 19:43:00,531.8333,31907,0,174.52,0.444
2026-03-08 19:44:00,531.85,31908,0,168.83,0.416
